-2.90			2976
-2.92			2969
-2.89			2971
-2.83			2933
-2.79			2916
-2.76			2898
-2.72			2874
-2.67			2852
-2.60			2841
-2.59			2817
-2.56			2792
-2.49			2773
-2.44			2755
-2.43			2728
-2.39			2714
-2.34			2689
-2.30			2676
-2.25			2654
-2.23			2615
-2.18			2610
-2.14			2576
-2.10			2560
-2.07			2533
-2.01			2510
-1.98			2482
-1.95			2457
-1.88			2443
-1.85			2412
-1.81			2383
-1.78			2365
-1.73			2335
-1.66			2318
-1.65			2284
-1.61			2260
-1.56			2231
-1.53			2208
-1.49			2189
-1.47			2159
-1.44			2140
-1.40			2106
-1.37			2082
-1.33			2057
-1.29			2038
-1.28			2006
-1.22			1982
-1.19			1955
-1.15			1925
-1.12			1898
-1.08			1869
-1.04			1846
-1.02			1815
-0.99			1788
-0.96			1763
-0.93			1737
-0.90			1708
-0.87			1681
-0.83			1651
-0.79			1620
-0.77			1588
-0.74			1557
-0.72			1529
-0.69			1504
-0.66			1470
-0.64			1439
-0.60			1411
-0.57			1375
-0.54			1338
-0.52			1309
-0.49			1276
-0.47			1246
-0.44			1211
-0.42			1169
-0.39			1134
-0.37			1099
-0.34			1057
-0.32			1023
-0.29			986
-0.27			944
-0.24			903
-0.23			865
-0.20			820
-0.18			777
-0.16			737
-0.15			690
-0.12			643
-0.11			597
-0.09			549
-0.07			499
-0.06			448
-0.05			400
-0.04			346
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.04			342
0.05			395
0.07			444
0.10			494
0.11			542
0.13			592
0.15			634
0.18			680
0.20			726
0.22			768
0.25			812
0.28			851
0.31			892
0.33			931
0.37			971
0.39			1009
0.43			1044
0.46			1084
0.49			1121
0.52			1152
0.55			1186
0.59			1227
0.63			1263
0.65			1291
0.68			1322
0.71			1354
0.76			1385
0.79			1424
0.83			1453
0.86			1485
0.89			1515
0.93			1539
0.97			1567
1.00			1599
1.04			1632
1.08			1653
1.14			1686
1.16			1716
1.20			1741
1.23			1769
1.28			1796
1.31			1824
1.35			1854
1.40			1880
1.43			1911
1.48			1931
1.53			1964
1.56			1996
1.63			2017
1.67			2046
1.71			2070
1.77			2083
1.82			2118
1.85			2143
1.91			2169
1.92			2190
1.96			2229
2.03			2244
2.09			2269
2.13			2304
2.18			2330
2.24			2345
2.27			2391
2.33			2411
2.40			2432
2.46			2456
2.51			2482
2.56			2508
2.62			2535
2.65			2562
2.71			2585
2.78			2613
2.84			2620
2.87			2661
2.93			2681
3.01			2698
3.04			2721
3.08			2751
3.16			2773
3.23			2782
3.26			2808
3.32			2835
3.38			2859
3.40			2879
3.45			2904
3.50			2923
3.57			2937
3.64			2962
3.71			2976
3.69			2994
3.71			2995
