-5.04			3783
-4.96			3777
-4.92			3740
-4.84			3741
-4.79			3712
-4.74			3681
-4.68			3639
-4.58			3642
-4.46			3624
-4.40			3569
-4.35			3558
-4.23			3571
-4.16			3498
-4.12			3449
-4.02			3457
-3.96			3390
-3.89			3385
-3.81			3335
-3.71			3315
-3.66			3293
-3.56			3250
-3.48			3211
-3.36			3184
-3.29			3139
-3.16			3107
-3.13			3046
-3.00			3034
-2.94			2983
-2.87			2952
-2.78			2927
-2.74			2891
-2.67			2856
-2.60			2824
-2.54			2797
-2.50			2766
-2.44			2731
-2.40			2698
-2.31			2679
-2.26			2636
-2.20			2623
-2.14			2579
-2.11			2554
-2.04			2523
-1.97			2487
-1.91			2453
-1.86			2414
-1.80			2367
-1.73			2346
-1.67			2300
-1.64			2265
-1.58			2229
-1.52			2192
-1.47			2166
-1.41			2135
-1.37			2093
-1.32			2050
-1.27			2009
-1.22			1972
-1.17			1927
-1.11			1895
-1.07			1853
-1.02			1816
-0.99			1779
-0.94			1748
-0.91			1718
-0.88			1676
-0.83			1643
-0.78			1597
-0.75			1560
-0.72			1526
-0.69			1493
-0.66			1461
-0.63			1426
-0.59			1388
-0.56			1349
-0.53			1315
-0.50			1277
-0.47			1246
-0.44			1201
-0.41			1159
-0.39			1120
-0.36			1077
-0.32			1024
-0.29			982
-0.26			925
-0.24			876
-0.20			813
-0.17			752
-0.15			688
-0.12			624
-0.09			547
-0.07			471
-0.05			389
-0.04			310
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.06			379
0.09			457
0.11			532
0.15			605
0.18			676
0.21			735
0.25			797
0.29			857
0.32			905
0.36			963
0.39			1001
0.43			1046
0.47			1092
0.50			1129
0.54			1162
0.57			1207
0.61			1240
0.64			1273
0.66			1305
0.70			1334
0.74			1367
0.78			1407
0.82			1441
0.86			1472
0.89			1506
0.93			1537
0.98			1571
1.02			1603
1.06			1644
1.12			1685
1.17			1720
1.22			1751
1.28			1797
1.31			1832
1.38			1868
1.44			1911
1.53			1950
1.58			1991
1.64			2040
1.74			2072
1.80			2110
1.85			2145
1.92			2186
1.98			2218
2.07			2242
2.12			2292
2.20			2321
2.25			2371
2.33			2419
2.44			2452
2.52			2493
2.61			2520
2.66			2552
2.76			2593
2.83			2621
2.91			2654
2.99			2696
3.06			2723
3.13			2752
3.22			2788
3.28			2820
3.36			2861
3.44			2887
3.55			2928
3.64			2968
3.72			3013
3.85			3039
3.96			3088
4.10			3122
4.21			3182
4.33			3221
4.42			3268
4.55			3304
4.70			3341
4.82			3380
4.93			3418
5.02			3453
5.14			3481
5.20			3519
5.39			3561
5.52			3593
5.62			3614
5.71			3660
5.82			3684
5.93			3721
6.06			3732
6.13			3778
6.26			3801
6.36			3837
6.46			3855
6.55			3877
6.62			3907
6.72			3931
