-2.31		1100
-2.30		1104
-2.30		1108
-2.28		1112
-2.22		1116
-2.18		1120
-2.16		1124
-2.13		1128
-2.11		1132
-2.05		1136
-2.04		1140
-1.99		1144
-1.95		1148
-1.93		1152
-1.89		1156
-1.84		1160
-1.81		1164
-1.79		1168
-1.76		1172
-1.71		1176
-1.68		1180
-1.65		1184
-1.62		1188
-1.59		1192
-1.56		1196
-1.54		1200
-1.50		1204
-1.47		1208
-1.44		1212
-1.41		1216
-1.36		1220
-1.33		1224
-1.32		1228
-1.29		1232
-1.26		1236
-1.22		1240
-1.19		1244
-1.17		1248
-1.14		1252
-1.10		1256
-1.08		1260
-1.06		1264
-1.02		1268
-0.99		1272
-0.97		1276
-0.93		1280
-0.91		1284
-0.88		1288
-0.85		1292
-0.83		1296
-0.80		1300
-0.78		1304
-0.75		1308
-0.72		1312
-0.70		1316
-0.67		1320
-0.65		1324
-0.63		1328
-0.61		1332
-0.58		1336
-0.55		1340
-0.53		1344
-0.51		1348
-0.49		1352
-0.47		1356
-0.44		1360
-0.42		1364
-0.40		1368
-0.38		1372
-0.35		1376
-0.34		1380
-0.31		1384
-0.29		1388
-0.28		1392
-0.25		1396
-0.24		1400
-0.21		1404
-0.20		1408
-0.18		1412
-0.16		1416
-0.15		1420
-0.14		1424
-0.12		1428
-0.10		1432
-0.09		1436
-0.07		1440
-0.06		1444
-0.05		1448
-0.05		1452
-0.03		1456
0.00		1460
0.00		1464
0.00		1468
0.00		1472
0.00		1476
0.00		1480
0.00		1484
0.00		1488
0.00		1492
0.00		1496
0.00		1500
0.00		1504
0.00		1508
0.00		1512
0.00		1516
0.00		1520
0.00		1524
0.00		1528
0.00		1532
0.00		1536
0.00		1540
0.04		1544
0.05		1548
0.07		1552
0.08		1556
0.09		1560
0.11		1564
0.13		1568
0.15		1572
0.16		1576
0.18		1580
0.20		1584
0.22		1588
0.24		1592
0.26		1596
0.29		1600
0.31		1604
0.34		1608
0.36		1612
0.39		1616
0.41		1620
0.44		1624
0.47		1628
0.49		1632
0.52		1636
0.55		1640
0.58		1644
0.61		1648
0.64		1652
0.68		1656
0.70		1660
0.73		1664
0.76		1668
0.80		1672
0.83		1676
0.85		1680
0.89		1684
0.92		1688
0.95		1692
0.98		1696
0.97		1700
1.05		1704
1.08		1708
1.11		1712
1.17		1716
1.18		1720
1.21		1724
1.24		1728
1.27		1732
1.31		1736
1.36		1740
1.41		1744
1.43		1748
1.48		1752
1.52		1756
1.55		1760
1.58		1764
1.62		1768
1.66		1772
1.69		1776
1.73		1780
1.77		1784
1.80		1788
1.85		1792
1.88		1796
1.91		1800
1.99		1804
2.00		1808
2.06		1812
2.09		1816
2.12		1820
2.17		1824
2.21		1828
2.27		1832
2.30		1836
2.36		1840
2.41		1844
2.45		1848
2.48		1852
2.55		1856
2.58		1860
2.62		1864
2.65		1868
2.69		1872
2.74		1876
2.77		1880
2.82		1884
2.88		1888
2.89		1892
2.92		1896
2.93		1900
