-2.31			2662
-2.30			2667
-2.30			2661
-2.28			2627
-2.22			2617
-2.18			2600
-2.16			2590
-2.13			2562
-2.11			2535
-2.05			2528
-2.04			2514
-1.99			2484
-1.95			2472
-1.93			2449
-1.89			2436
-1.84			2416
-1.81			2395
-1.79			2371
-1.76			2344
-1.71			2332
-1.68			2306
-1.65			2283
-1.62			2271
-1.59			2241
-1.56			2219
-1.54			2198
-1.50			2177
-1.47			2157
-1.44			2129
-1.41			2106
-1.36			2094
-1.33			2073
-1.32			2046
-1.29			2024
-1.26			2005
-1.22			1982
-1.19			1957
-1.17			1936
-1.14			1907
-1.10			1885
-1.08			1864
-1.06			1834
-1.02			1816
-0.99			1789
-0.97			1762
-0.93			1745
-0.91			1717
-0.88			1697
-0.85			1671
-0.83			1643
-0.80			1615
-0.78			1591
-0.75			1562
-0.72			1539
-0.70			1516
-0.67			1488
-0.65			1461
-0.63			1440
-0.61			1411
-0.58			1382
-0.55			1347
-0.53			1320
-0.51			1294
-0.49			1265
-0.47			1239
-0.44			1200
-0.42			1174
-0.40			1142
-0.38			1114
-0.35			1080
-0.34			1048
-0.31			1016
-0.29			986
-0.28			948
-0.25			916
-0.24			883
-0.21			845
-0.20			813
-0.18			774
-0.16			740
-0.15			701
-0.14			664
-0.12			624
-0.10			584
-0.09			545
-0.07			504
-0.06			462
-0.05			421
-0.05			377
-0.03			335
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.04			332
0.05			373
0.07			417
0.08			459
0.09			500
0.11			540
0.13			582
0.15			621
0.16			657
0.18			695
0.20			733
0.22			766
0.24			805
0.26			836
0.29			873
0.31			906
0.34			938
0.36			974
0.39			1007
0.41			1035
0.44			1066
0.47			1101
0.49			1129
0.52			1159
0.55			1188
0.58			1219
0.61			1250
0.64			1278
0.68			1303
0.70			1330
0.73			1363
0.76			1392
0.80			1418
0.83			1445
0.85			1473
0.89			1496
0.92			1519
0.95			1542
0.98			1571
0.97			1596
1.05			1622
1.08			1650
1.11			1674
1.17			1696
1.18			1720
1.21			1747
1.24			1765
1.27			1793
1.31			1819
1.36			1833
1.41			1860
1.43			1889
1.48			1911
1.52			1933
1.55			1962
1.58			1984
1.62			2004
1.66			2027
1.69			2052
1.73			2075
1.77			2093
1.80			2118
1.85			2140
1.88			2160
1.91			2179
1.99			2200
2.00			2225
2.06			2245
2.09			2273
2.12			2293
2.17			2307
2.21			2333
2.27			2353
2.30			2378
2.36			2398
2.41			2410
2.45			2436
2.48			2453
2.55			2481
2.58			2499
2.62			2522
2.65			2543
2.69			2558
2.74			2575
2.77			2602
2.82			2613
2.88			2633
2.89			2657
2.92			2665
2.93			2668
