-3.52		1100
-3.50		1104
-3.49		1108
-3.45		1112
-3.40		1116
-3.36		1120
-3.29		1124
-3.25		1128
-3.19		1132
-3.14		1136
-3.10		1140
-3.06		1144
-3.00		1148
-2.94		1152
-2.88		1156
-2.85		1160
-2.78		1164
-2.76		1168
-2.69		1172
-2.64		1176
-2.59		1180
-2.53		1184
-2.49		1188
-2.45		1192
-2.41		1196
-2.35		1200
-2.34		1204
-2.26		1208
-2.20		1212
-2.18		1216
-2.12		1220
-2.05		1224
-2.03		1228
-1.99		1232
-1.91		1236
-1.89		1240
-1.82		1244
-1.76		1248
-1.72		1252
-1.68		1256
-1.63		1260
-1.58		1264
-1.56		1268
-1.52		1272
-1.48		1276
-1.44		1280
-1.40		1284
-1.37		1288
-1.32		1292
-1.28		1296
-1.24		1300
-1.19		1304
-1.17		1308
-1.12		1312
-1.09		1316
-1.05		1320
-1.02		1324
-0.98		1328
-0.95		1332
-0.92		1336
-0.88		1340
-0.85		1344
-0.81		1348
-0.77		1352
-0.74		1356
-0.70		1360
-0.68		1364
-0.65		1368
-0.62		1372
-0.59		1376
-0.55		1380
-0.52		1384
-0.49		1388
-0.46		1392
-0.43		1396
-0.40		1400
-0.37		1404
-0.35		1408
-0.32		1412
-0.29		1416
-0.26		1420
-0.24		1424
-0.21		1428
-0.19		1432
-0.16		1436
-0.15		1440
-0.12		1444
-0.10		1448
-0.08		1452
-0.07		1456
-0.05		1460
-0.03		1464
0.00		1468
0.00		1472
0.00		1476
0.00		1480
0.00		1484
0.00		1488
0.00		1492
0.00		1496
0.00		1500
0.00		1504
0.00		1508
0.00		1512
0.00		1516
0.00		1520
0.00		1524
0.00		1528
0.00		1532
0.05		1536
0.06		1540
0.08		1544
0.10		1548
0.12		1552
0.15		1556
0.18		1560
0.20		1564
0.23		1568
0.26		1572
0.29		1576
0.33		1580
0.36		1584
0.39		1588
0.43		1592
0.46		1596
0.50		1600
0.53		1604
0.58		1608
0.62		1612
0.64		1616
0.69		1620
0.73		1624
0.77		1628
0.83		1632
0.85		1636
0.89		1640
0.92		1644
0.97		1648
1.00		1652
1.05		1656
1.09		1660
1.14		1664
1.20		1668
1.23		1672
1.28		1676
1.32		1680
1.37		1684
1.41		1688
1.46		1692
1.51		1696
1.55		1700
1.61		1704
1.65		1708
1.71		1712
1.76		1716
1.81		1720
1.85		1724
1.91		1728
1.96		1732
2.00		1736
2.09		1740
2.12		1744
2.16		1748
2.25		1752
2.27		1756
2.34		1760
2.43		1764
2.50		1768
2.56		1772
2.64		1776
2.66		1780
2.76		1784
2.78		1788
2.88		1792
2.93		1796
2.99		1800
3.05		1804
3.13		1808
3.19		1812
3.23		1816
3.32		1820
3.36		1824
3.42		1828
3.49		1832
3.57		1836
3.62		1840
3.69		1844
3.77		1848
3.84		1852
3.92		1856
3.98		1860
4.03		1864
4.11		1868
4.15		1872
4.21		1876
4.30		1880
4.38		1884
4.42		1888
4.51		1892
4.53		1896
4.52		1900
