-4.59			3643
-4.54			3643
-4.53			3624
-4.48			3607
-4.42			3578
-4.35			3563
-4.35			3528
-4.17			3520
-4.18			3483
-4.11			3470
-4.04			3441
-3.99			3422
-3.91			3420
-3.86			3375
-3.81			3343
-3.71			3316
-3.68			3273
-3.56			3248
-3.54			3195
-3.42			3193
-3.36			3153
-3.27			3127
-3.19			3087
-3.09			3057
-3.03			3022
-2.96			2985
-2.88			2958
-2.84			2925
-2.78			2896
-2.70			2866
-2.66			2829
-2.59			2806
-2.53			2785
-2.48			2756
-2.42			2720
-2.36			2695
-2.32			2673
-2.25			2638
-2.21			2603
-2.16			2572
-2.11			2549
-2.04			2514
-2.00			2488
-1.94			2444
-1.88			2411
-1.81			2379
-1.76			2343
-1.72			2310
-1.66			2283
-1.61			2247
-1.56			2218
-1.52			2178
-1.47			2155
-1.42			2123
-1.38			2089
-1.33			2046
-1.27			2013
-1.22			1974
-1.17			1937
-1.13			1896
-1.08			1871
-1.05			1832
-1.01			1796
-0.97			1765
-0.93			1733
-0.89			1697
-0.86			1659
-0.81			1611
-0.77			1575
-0.74			1539
-0.70			1507
-0.67			1469
-0.64			1428
-0.60			1390
-0.56			1344
-0.53			1308
-0.49			1270
-0.46			1229
-0.43			1178
-0.40			1136
-0.37			1090
-0.34			1039
-0.30			989
-0.27			935
-0.24			884
-0.21			823
-0.18			760
-0.15			703
-0.13			638
-0.10			575
-0.08			501
-0.06			428
-0.05			357
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.05			347
0.07			424
0.09			494
0.12			562
0.15			624
0.18			686
0.21			745
0.25			805
0.29			856
0.32			906
0.36			959
0.39			1009
0.43			1052
0.47			1099
0.51			1140
0.55			1184
0.59			1227
0.63			1267
0.67			1301
0.70			1341
0.76			1377
0.80			1419
0.84			1456
0.88			1493
0.92			1527
0.97			1564
1.02			1599
1.08			1637
1.13			1679
1.18			1716
1.22			1747
1.28			1783
1.32			1817
1.38			1851
1.42			1887
1.49			1920
1.54			1952
1.60			1989
1.68			2021
1.74			2066
1.79			2098
1.84			2143
1.92			2171
1.97			2198
2.04			2230
2.08			2265
2.17			2293
2.22			2330
2.28			2351
2.36			2402
2.43			2443
2.50			2474
2.59			2513
2.64			2546
2.74			2577
2.79			2602
2.87			2627
2.93			2670
3.01			2695
3.10			2731
3.15			2766
3.21			2809
3.27			2823
3.39			2850
3.46			2894
3.54			2914
3.63			2960
3.72			2985
3.79			3026
3.92			3055
4.02			3089
4.14			3124
4.21			3180
4.32			3222
4.41			3265
4.54			3283
4.67			3324
4.69			3375
4.86			3391
4.92			3417
5.02			3446
5.12			3482
5.21			3513
5.29			3542
5.38			3572
5.50			3597
5.60			3619
5.67			3637
5.77			3653
5.82			3687
5.90			3711
5.98			3751
6.02			3742
