-5.04		1100
-4.96		1104
-4.92		1108
-4.84		1112
-4.79		1116
-4.74		1120
-4.68		1124
-4.58		1128
-4.46		1132
-4.40		1136
-4.35		1140
-4.23		1144
-4.16		1148
-4.12		1152
-4.02		1156
-3.96		1160
-3.89		1164
-3.81		1168
-3.71		1172
-3.66		1176
-3.56		1180
-3.48		1184
-3.36		1188
-3.29		1192
-3.16		1196
-3.13		1200
-3.00		1204
-2.94		1208
-2.87		1212
-2.78		1216
-2.74		1220
-2.67		1224
-2.60		1228
-2.54		1232
-2.50		1236
-2.44		1240
-2.40		1244
-2.31		1248
-2.26		1252
-2.20		1256
-2.14		1260
-2.11		1264
-2.04		1268
-1.97		1272
-1.91		1276
-1.86		1280
-1.80		1284
-1.73		1288
-1.67		1292
-1.64		1296
-1.58		1300
-1.52		1304
-1.47		1308
-1.41		1312
-1.37		1316
-1.32		1320
-1.27		1324
-1.22		1328
-1.17		1332
-1.11		1336
-1.07		1340
-1.02		1344
-0.99		1348
-0.94		1352
-0.91		1356
-0.88		1360
-0.83		1364
-0.78		1368
-0.75		1372
-0.72		1376
-0.69		1380
-0.66		1384
-0.63		1388
-0.59		1392
-0.56		1396
-0.53		1400
-0.50		1404
-0.47		1408
-0.44		1412
-0.41		1416
-0.39		1420
-0.36		1424
-0.32		1428
-0.29		1432
-0.26		1436
-0.24		1440
-0.20		1444
-0.17		1448
-0.15		1452
-0.12		1456
-0.09		1460
-0.07		1464
-0.05		1468
-0.04		1472
0.00		1476
0.00		1480
0.00		1484
0.00		1488
0.00		1492
0.00		1496
0.00		1500
0.00		1504
0.00		1508
0.00		1512
0.00		1516
0.00		1520
0.00		1524
0.00		1528
0.06		1532
0.09		1536
0.11		1540
0.15		1544
0.18		1548
0.21		1552
0.25		1556
0.29		1560
0.32		1564
0.36		1568
0.39		1572
0.43		1576
0.47		1580
0.50		1584
0.54		1588
0.57		1592
0.61		1596
0.64		1600
0.66		1604
0.70		1608
0.74		1612
0.78		1616
0.82		1620
0.86		1624
0.89		1628
0.93		1632
0.98		1636
1.02		1640
1.06		1644
1.12		1648
1.17		1652
1.22		1656
1.28		1660
1.31		1664
1.38		1668
1.44		1672
1.53		1676
1.58		1680
1.64		1684
1.74		1688
1.80		1692
1.85		1696
1.92		1700
1.98		1704
2.07		1708
2.12		1712
2.20		1716
2.25		1720
2.33		1724
2.44		1728
2.52		1732
2.61		1736
2.66		1740
2.76		1744
2.83		1748
2.91		1752
2.99		1756
3.06		1760
3.13		1764
3.22		1768
3.28		1772
3.36		1776
3.44		1780
3.55		1784
3.64		1788
3.72		1792
3.85		1796
3.96		1800
4.10		1804
4.21		1808
4.33		1812
4.42		1816
4.55		1820
4.70		1824
4.82		1828
4.93		1832
5.02		1836
5.14		1840
5.20		1844
5.39		1848
5.52		1852
5.62		1856
5.71		1860
5.82		1864
5.93		1868
6.06		1872
6.13		1876
6.26		1880
6.36		1884
6.46		1888
6.55		1892
6.62		1896
6.72		1900
