-4.07			3465
-4.05			3468
-4.02			3449
-3.96			3421
-3.90			3410
-3.87			3395
-3.82			3374
-3.80			3356
-3.75			3323
-3.71			3307
-3.66			3282
-3.59			3248
-3.52			3223
-3.45			3207
-3.40			3177
-3.31			3153
-3.25			3111
-3.20			3086
-3.11			3061
-3.04			3050
-2.99			3003
-2.94			2988
-2.86			2952
-2.82			2918
-2.77			2896
-2.71			2865
-2.66			2845
-2.58			2821
-2.55			2792
-2.51			2759
-2.45			2736
-2.38			2712
-2.35			2681
-2.28			2661
-2.24			2629
-2.20			2599
-2.12			2576
-2.08			2548
-2.02			2517
-1.98			2482
-1.94			2440
-1.86			2419
-1.81			2369
-1.76			2345
-1.70			2306
-1.67			2278
-1.61			2248
-1.56			2222
-1.51			2199
-1.49			2157
-1.44			2140
-1.40			2106
-1.35			2081
-1.30			2040
-1.26			2001
-1.20			1968
-1.16			1936
-1.12			1903
-1.10			1870
-1.05			1840
-1.02			1807
-0.98			1773
-0.94			1738
-0.90			1705
-0.87			1667
-0.82			1630
-0.78			1589
-0.74			1554
-0.72			1519
-0.68			1482
-0.65			1448
-0.62			1410
-0.58			1362
-0.54			1325
-0.51			1285
-0.48			1246
-0.44			1199
-0.42			1153
-0.39			1113
-0.35			1064
-0.32			1016
-0.29			970
-0.26			916
-0.24			869
-0.21			810
-0.18			758
-0.15			697
-0.13			641
-0.10			578
-0.09			513
-0.07			450
-0.05			388
-0.04			317
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.00			0
0.04			308
0.05			375
0.08			441
0.10			508
0.13			573
0.15			630
0.18			688
0.22			749
0.25			804
0.29			859
0.32			906
0.36			962
0.40			1007
0.44			1057
0.47			1104
0.51			1148
0.56			1195
0.60			1237
0.64			1279
0.68			1319
0.72			1359
0.78			1409
0.82			1444
0.87			1480
0.91			1516
0.95			1549
0.99			1583
1.03			1629
1.10			1668
1.14			1699
1.18			1740
1.24			1766
1.28			1802
1.33			1835
1.39			1865
1.44			1901
1.48			1930
1.54			1961
1.59			1994
1.65			2031
1.69			2071
1.76			2106
1.82			2129
1.88			2160
1.93			2190
1.99			2219
2.05			2244
2.12			2266
2.18			2305
2.22			2342
2.28			2392
2.38			2416
2.43			2446
2.52			2475
2.58			2498
2.65			2538
2.73			2584
2.76			2609
2.84			2639
2.89			2663
2.98			2688
3.05			2711
3.11			2735
3.17			2766
3.22			2809
3.30			2822
3.37			2854
3.42			2888
3.51			2903
3.61			2934
3.68			2973
3.74			3002
3.82			3042
3.89			3065
3.96			3108
4.06			3125
4.15			3153
4.25			3180
4.30			3204
4.38			3242
4.51			3260
4.53			3299
4.65			3308
4.71			3351
4.79			3379
4.84			3406
4.93			3428
5.01			3438
5.08			3455
5.14			3494
5.18			3516
5.22			3527
5.25			3533
